"transaction_id","transactiondate","transaction_datetime","amount_gbp","fee_charged_gbp","transaction_status","is_flagged_fraud","device_type","fx_rate_used","failed_reason","transaction_type_id","type_name","channel","is_domestic","typical_fee_gbp","merchant_category_id","category_name","sector","risk_flag","customer_id","customer_name","age_band","region","customer_segment","kyc_verified","account_open_date","weekday","weekno","accage","amtbucket","accage_bucket","fx_rate_check","fee_charge_check"
343,"2026-03-22","3/22/2026 4:27","166.96","2.20","Pending",False,"Android","1.0400",NULL,13,"Crypto Purchase","Mobile App",True,"1.00",1,"Groceries","Retail","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Sunday   ","Week 4","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
344,"2026-01-08","1/8/2026 3:47","77.27","0.00","Reversed",False,"Web",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",2,"Dining & Restaurants","Leisure","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Thursday ","Week 2","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
345,"2026-03-03","3/3/2026 17:25","22.31","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",15,"Loan Repayment","Automated",True,"0.00",3,"Travel & Transport","Services","Medium",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Tuesday  ","Week 1","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
346,"2026-05-02","5/2/2026 19:23","436.36","0.97","Declined",True,NULL,NULL,NULL,1,"Purchase","Mobile App",True,"0.00",4,"Entertainment","Leisure","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Saturday ","Week 1","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
347,"2026-05-23","5/23/2026 20:54","14.99","0.00","Pending",False,"Android",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",5,"Utilities","Services","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Saturday ","Week 4","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
348,"2026-03-26","3/26/2026 19:35","61.82","0.00","Reversed",False,"Web",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",6,"Online Retail","Retail","Medium",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Thursday ","Week 4","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
349,"2026-02-28","2/28/2026 16:55","530.30","0.00","Completed",False,"iOS",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",7,"Health & Pharmacy","Retail","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Saturday ","Week 4","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
342,"2026-04-23","4/23/2026 20:10","2715.15","0.00","Declined",False,NULL,NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",18,"Education","Services","Low",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Thursday ","Week 4","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
350,"2026-01-20","1/20/2026 18:25","81.82","1.64","Declined",True,NULL,NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",8,"Gambling","Leisure","High",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Tuesday  ","Week 3","7.52","Below 5000","Long-Term Customer (7+ Years)","FX Rate Not Applied","Below Typical"
351,"2026-03-01","3/1/2026 10:10","63.12","0.00","Pending",False,"Android",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",9,"Crypto Exchange","Financial","High",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Sunday   ","Week 1","4.78","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
352,"2026-04-09","4/9/2026 13:49","3454.53","0.00","Reversed",False,"Web",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",10,"Fuel","Retail","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Thursday ","Week 2","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
353,"2026-03-19","3/19/2026 21:41","101.82","0.00","Completed",False,"iOS",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",11,"Clothing & Fashion","Retail","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Thursday ","Week 3","2.31","Below 5000","New Customer (<3 Years)","FX Rate Not Applied","Below Typical"
354,"2026-04-19","4/19/2026 20:40","746.97","2.20","Declined",False,NULL,"1.1200","Card Limit Exceeded",9,"Direct Debit","Automated",True,"0.00",12,"Electronics","Retail","Medium",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Sunday   ","Week 3","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
355,"2026-03-09","3/9/2026 17:59","30.91","0.00","Pending",False,"Android",NULL,NULL,10,"Standing Order","Automated",True,"0.00",13,"Salary / Income","Financial","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Monday   ","Week 2","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
356,"2026-04-05","4/5/2026 13:35","9.38","0.00","Reversed",False,"Web",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",14,"Loan & Credit","Financial","Medium",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Sunday   ","Week 1","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
357,"2026-02-19","2/19/2026 18:55","48.48","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",12,"Card Refund","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Thursday ","Week 3","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
358,"2026-01-27","1/27/2026 6:17","1250.00","0.00","Declined",False,NULL,NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",16,"Subscription Services","Services","Low",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Tuesday  ","Week 4","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
359,"2026-01-23","1/23/2026 22:58","308.06","1.03","Pending",True,"Android",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",17,"Charity & Donations","Services","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Friday   ","Week 4","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
360,"2026-03-31","3/31/2026 14:02","15909.09","1.59","Reversed",True,"Web",NULL,"Fraud Suspected",15,"Loan Repayment","Automated",True,"0.00",18,"Education","Services","Low",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Tuesday  ","Week 5","6.75","Above 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
361,"2026-01-02","1/2/2026 8:19","35.45","0.00","Completed",False,"iOS",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",1,"Groceries","Retail","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Friday   ","Week 1","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
362,"2026-01-18","1/18/2026 14:41","3587.88","0.00","Declined",False,NULL,NULL,NULL,2,"Purchase","Web Browser",True,"0.00",2,"Dining & Restaurants","Leisure","Low",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Sunday   ","Week 3","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
363,"2026-04-26","4/26/2026 20:13","218.78","2.88","Pending",False,"Android","1.3600",NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",3,"Travel & Transport","Services","Medium",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Sunday   ","Week 4","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
364,"2026-05-03","5/3/2026 22:04","72.12","0.00","Reversed",False,"Web",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",4,"Entertainment","Leisure","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Sunday   ","Week 1","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
365,"2026-04-28","4/28/2026 16:07","20.87","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",5,"Transfer - International","Mobile App",False,"2.50",5,"Utilities","Services","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Tuesday  ","Week 4","3.68","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
366,"2026-03-12","3/12/2026 15:58","409.09","0.91","Declined",True,NULL,NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",6,"Online Retail","Retail","Medium",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Thursday ","Week 2","5.22","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
367,"2026-04-21","4/21/2026 23:19","14.08","0.00","Pending",False,"Android",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",7,"Health & Pharmacy","Retail","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Tuesday  ","Week 3","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
369,"2026-04-02","4/2/2026 14:14","500.00","0.00","Completed",False,"iOS",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",9,"Crypto Exchange","Financial","High",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Thursday ","Week 1","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
371,"2026-05-12","5/12/2026 2:10","59.71","0.00","Pending",False,"Android",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",11,"Clothing & Fashion","Retail","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Tuesday  ","Week 2","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
373,"2026-05-14","5/14/2026 11:29","134.55","0.00","Completed",False,"iOS",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",13,"Salary / Income","Financial","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Thursday ","Week 2","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Below Typical"
374,"2026-02-17","2/17/2026 11:43","978.79","2.88","Declined",False,NULL,"1.4600","Card Limit Exceeded",14,"Savings Pot Transfer","Mobile App",True,"0.00",14,"Loan & Credit","Financial","Medium",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Tuesday  ","Week 3","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
375,"2026-01-17","1/17/2026 9:56","28.85","0.00","Pending",False,"Android",NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Saturday ","Week 3","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
370,"2026-05-01","5/1/2026 9:44","77.27","1.55","Declined",True,NULL,NULL,NULL,10,"Standing Order","Automated",True,"0.00",10,"Fuel","Retail","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Friday   ","Week 1","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
376,"2026-02-14","2/14/2026 1:24","8.78","0.00","Reversed",False,"Web",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",16,"Subscription Services","Services","Low",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Saturday ","Week 2","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
377,"2026-03-26","3/26/2026 2:16","45.45","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",2,"Purchase","Web Browser",True,"0.00",17,"Charity & Donations","Services","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Thursday ","Week 4","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
378,"2026-02-13","2/13/2026 16:02","1174.24","0.00","Declined",False,NULL,NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",18,"Education","Services","Low",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Friday   ","Week 2","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
379,"2026-05-26","5/26/2026 14:27","289.94","0.97","Pending",True,"Android",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",1,"Groceries","Retail","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Tuesday  ","Week 4","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
380,"2026-02-16","2/16/2026 18:42","15000.00","1.50","Reversed",True,"Web",NULL,"Fraud Suspected",5,"Transfer - International","Mobile App",False,"2.50",2,"Dining & Restaurants","Leisure","Low",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Monday   ","Week 3","6.75","Above 15000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
381,"2026-02-01","2/1/2026 13:37","33.48","0.00","Completed",False,"iOS",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",3,"Travel & Transport","Services","Medium",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Sunday   ","Week 1","4.99","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
382,"2026-03-08","3/8/2026 2:04","3393.94","0.00","Declined",False,NULL,NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",4,"Entertainment","Leisure","Low",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Sunday   ","Week 2","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
383,"2026-04-28","4/28/2026 11:10","207.26","2.73","Pending",False,"Android","1.2900",NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",5,"Utilities","Services","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Tuesday  ","Week 4","3.41","Below 5000","Established Customer (3-7 Years)","FX Rate Applied","Above Typical"
384,"2026-05-28","5/28/2026 1:43","95.30","0.00","Reversed",False,"Web",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",6,"Online Retail","Retail","Medium",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Thursday ","Week 4","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
385,"2026-03-01","3/1/2026 9:06","27.35","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",10,"Standing Order","Automated",True,"0.00",7,"Health & Pharmacy","Retail","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Sunday   ","Week 1","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
386,"2026-02-09","2/9/2026 22:42","381.82","0.85","Declined",True,NULL,NULL,NULL,11,"Salary Credit","Automated",True,"0.00",8,"Gambling","Leisure","High",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Monday   ","Week 2","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
387,"2026-04-21","4/21/2026 4:29","13.17","0.00","Pending",False,"Android",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",9,"Crypto Exchange","Financial","High",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Tuesday  ","Week 3","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
388,"2026-02-09","2/9/2026 20:41","54.55","0.00","Reversed",False,"Web",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",10,"Fuel","Retail","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Monday   ","Week 2","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
389,"2026-02-03","2/3/2026 21:05","469.70","0.00","Completed",False,"iOS",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",11,"Clothing & Fashion","Retail","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Tuesday  ","Week 1","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
390,"2026-05-28","5/28/2026 16:46","72.73","1.45","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",12,"Electronics","Retail","Medium",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Thursday ","Week 4","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
391,"2026-03-22","3/22/2026 18:44","56.30","0.00","Pending",False,"Android",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",13,"Salary / Income","Financial","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Sunday   ","Week 4","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
392,"2026-05-07","5/7/2026 3:08","3090.90","0.00","Reversed",False,"Web",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",14,"Loan & Credit","Financial","Medium",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Thursday ","Week 1","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
393,"2026-05-11","5/11/2026 12:06","127.27","0.00","Completed",False,"iOS",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Monday   ","Week 2","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
394,"2026-04-30","4/30/2026 10:46","927.27","2.73","Declined",False,NULL,"1.3900","Card Limit Exceeded",4,"Transfer - Outbound","Web Browser",True,"0.00",16,"Subscription Services","Services","Low",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Thursday ","Week 5","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
